D B Malls Private Limited, Real Estate Development Term Loan Facilities #,D C Metals Trading Companies & Distributors Cash Credit Limit CRISIL D,,,,,,,,,,,
Denzong Albrew Private Limited, Beverages Cash Credit Limit CRISIL B- Stable,Term Loan Facilities CRISIL B- Stable,,,,,,,,,,,
Deo Ispat Alloys Limited, Metals & Mining Cash Credit Limit #,Term Loan Facilities #,Deo Mangal Memorial Trust Diversified Consumer Services Over Draft CRISIL BB Stable,Proposed Long-Term Bank Facility CRISIL BB Stable,Term Loan Facilities CRISIL BB Stable,Deo Traders Distributors Cash Credit Limit CRISIL B+ Stable,Proposed Long-Term Bank Facility CRISIL B+ Stable,,,,,,
Derby Clothing Private Limited, Specialty Retail Cash Credit Limit CRISIL B- Stable,Letter of Credit Limit CRISIL A4,,,,,,,,,,,
Derby Plantations Private Limited, Food Products Cash Credit Limit CRISIL D,Proposed Long-Term Bank Facility CRISIL D,,,,,,,,,,,
Derewala Jewellery Manufacturing Company Limited, Textiles- Apparel & Luxury Goods Term Loan Facilities #,Packing Credits #,Des Raj Ashutosh Distributors Cash Credit Limit #,Desai And Company Specialty Retail Proposed Long-Term Bank Facility CRISIL BB Stable,Cash Credit Limit CRISIL BB Stable,Term Loan Facilities CRISIL BB Stable,Bank Guarantee limit CRISIL A4+,,,,,,
Desai Construction Private Limited, Construction & Engineering Bank Guarantee limit CRISIL A2+,,,,,,,,,,,,
Desai Infra Projects India Private Limited, Construction & Engineering Term Loan Facilities CRISIL BB Stable,Cash Credit Limit CRISIL BB Stable,Proposed Long-Term Bank Facility CRISIL BB Stable,Bank Guarantee limit CRISIL A4+,Desai Textiles Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL D,Term Loan Facilities CRISIL D,Proposed Long-Term Bank Facility CRISIL D,,,,,,
Descon Limited, Machinery Proposed Long-Term Bank Facility CRISIL B+ Stable,Cash Credit Limit CRISIL B+ Stable,Letter of Credit and Bank Guarantee CRISIL A4,Design Centre Professional Services Medium Term Loan #,Cash Credit Limit #,Proposed Working Capital Facility #,Proposed Term Loan #,Bank Guarantee limit #,,,,,
Design Edge Interiors Private Limited, Construction & Engineering Cash Credit Limit #,Bank Guarantee limit #,Designer Exports Textiles- Apparel & Luxury Goods Proposed Long-Term Bank Facility CRISIL B- Stable,Cash Credit Limit CRISIL B- Stable,Designer Homes Real Estate Development Term Loan Facilities #,,,,,,,,
Designers Point India Private Limited, Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL BBB- Stable,Bank Guarantee limit CRISIL A3,Packing Credit in Foreign Currency CRISIL A3,Inland Bills Payable CRISIL A3,,,,,,,,,
Designmate India Private Limited, Internet Software & Services Term Loan Facilities CRISIL BB Stable,Overdraft Facility CRISIL A4+,,,,,,,,,,,
Desmet Ballestra India Private Limited, Machinery Bank Guarantee limit #,Proposed Short Term Bank Facility #,,,,,,,,,,,
Desmet Reagent Private Limited, Chemicals Proposed Long-Term Bank Facility CRISIL BB Stable,Proposed Short Term Bank Facility CRISIL A4+,,,,,,,,,,,
Desmo Exports Limited, Distributors Letter of Credit (LC) CRISIL D,Cash Credit Limit CRISIL D,Desu Veeraiah Sons Distributors Cash Credit Limit CRISIL BB- Stable,Bank Guarantee limit CRISIL A4+,Deutsche Bank A. G. Banks Certificate of Deposit CRISIL A1+,,,,,,,,
Deutsche Investments India Private Limited, Broking Company Commercial Paper CRISIL A1+,Equity-linked Debenture CRISIL PP-MLD AAr Stable,Dev Agro Food Products Food Products Term Loan Facilities CRISIL B Stable,Cash Credit Limit CRISIL B Stable,,,,,,,,,
Dev Bhoomi Automobiles Private Limited, Specialty Retail Cash Credit Limit #,,,,,,,,,,,,
Dev Bhumi Cold Chain Limited, Trading Companies & Distributors Cash Credit Limit #,Term Loan Facilities #,Dev Bhumi Ispat Metals & Mining Cash Credit Limit #,Rupee Term Loans #,Letter of Credit Limit #,Dev Bhumi Steels Metals & Mining Cash Credit Limit #,Rupee Term Loans #,Letter of Credit Limit #,,,,,
Dev Dhanraj Agri Products International Private Limited, Food Products Term Loan Facilities #,Cash Credit Limit #,Dev Educational Society Diversified Consumer Services Term Loan Facilities #,Dev Engineers Construction & Engineering Cash Credit Limit CRISIL BB+ Stable,Bank Guarantee limit CRISIL A4+,Dev Priya Industries PRIVATE LIMITED Paper & Forest Products Proposed Long-Term Bank Facility CRISIL BBB Stable,Rupee Term Loans CRISIL BBB Stable,Cash Credit Limit CRISIL BBB Stable,Bank Guarantee limit CRISIL A3+,,,,
Dev Priya Papers Private Limited, Paper & Forest Products Term Loan Facilities CRISIL BBB Stable,Cash Credit Limit CRISIL BBB Stable,Proposed Long-Term Bank Facility CRISIL BBB Stable,Bank Guarantee limit CRISIL A3+,Letter of Credit Limit CRISIL A3+,,,,,,,,
Dev Priya Product Limited, Paper & Forest Products Term Loan Facilities #,Cash Credit Limit #,Dev Raj Institute of Management AND Technology Society Diversified Consumer Services Term Loan Facilities CRISIL B- Stable,,,,,,,,,,
Dev Roadlines Private Limited, Road & Rail Cash Credit Limit #,Rupee Term Loans #,,,,,,,,,,,
Dev Shree Cotsyn Private Limited, Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL BB+ Stable,Long Term Bank Loan CRISIL BB+ Stable,Dev and Associates Diversified Consumer Services Proposed Bank Guarantee ? Long-Term CRISIL BB+ Stable,Cash Credit Limit CRISIL BB+ Stable,Bank Guarantee limit CRISIL A4+,,,,,,,,
Deva India Texfab Private Limited, Textiles- Apparel & Luxury Goods Cash Credit Limit #,Term Loan Facilities #,Stand by Line of Credit #,Proposed Long-Term Bank Facility #,,,,,,,,,
Deva Interiors Private Limited, Construction & Engineering Cash Credit Limit CRISIL B+ Stable,Bank Guarantee limit CRISIL A4,Deva Singh Sham Singh Food Products Cash Credit Limit #,Packing Credits #,Letter of Credit Limit #,Devagya Constructions Real Estate Development Term Loan Facilities #,Devaki Agencies Distributors Long Term Bank Loan #,Cash Credit Limit #,Devaki Cement Agencies Distributors Cash Credit Limit #,Devaki Foundations Distributors Proposed Long-Term Bank Facility #,Cash Credit Limit #,Devaki Steels Distributors Cash Credit Limit #,Devaki Traders Distributors Cash Credit Limit #
Devans Modern Breweries Limited, Beverages Proposed Long-Term Bank Facility CRISIL D,Term Loan Facilities CRISIL D,Cash Credit Limit CRISIL D,Fixed Deposit FD,Bank Guarantee limit CRISIL D,,,,,,,,
Devansh Auto Sales Private Limited, Specialty Retail Term Loan Facilities #,Cash Credit Limit #,,,,,,,,,,,
Devanshi Impex Private Limited, Distributors Cash Credit Limit #,Proposed Long-Term Bank Facility #,Letter of Credit Limit #,Devarshee Complex Real Estate Development Project Term Loan CRISIL D,Proposed Long-Term Bank Facility CRISIL D,,,,,,,,
Devas Engineering Systems Private Limited, Machinery Cash Credit Limit #,Proposed Term Loan #,Term Loan Facilities #,Letter of Credit and Bank Guarantee #,,,,,,,,,
Devashish Infrastructure Private Limited, Construction & Engineering Term Loan Facilities CRISIL BB Stable,Over Draft CRISIL BB Stable,Bill Discounting CRISIL BB Stable,Letter of Credit Limit CRISIL A4+,,,,,,,,,
Devashree Ispat Private Limited, Metals & Mining Cash Credit Limit #,Proposed Cash Credit Limit #,Bank Guarantee limit #,Letter of Credit Limit #,Proposed Letter of Credit #,Proposed Bank Guarantee #,Devdoot Cotton Industries Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL B+ Stable,,,,,,
Devee Biologicals Private Limited, Pharmaceuticals Cash Credit Limit CRISIL BB- Stable,Letter of Credit Limit CRISIL A4+,,,,,,,,,,,
Development Projects Private Limited, Distributors Proposed Long-Term Bank Facility #,Long Term Bank Loan #,Cash Credit Limit #,,,,,,,,,,
Devendra Exports Private Limited, Auto Components Export Packing Credit CRISIL B+ Stable,Drop Line Overdraft Facility CRISIL B+ Stable,Proposed Long-Term Bank Facility CRISIL B+ Stable,Letter of Credit Limit CRISIL A4,Export Bill Negotiations CRISIL A4,Bank Guarantee limit CRISIL A4,,,,,,,
Devendran Coal International Private Limited, Distributors Cash Credit Limit CRISIL BBB- Stable,Proposed Working Capital Facility CRISIL BBB- Stable,Long Term Bank Loan CRISIL BBB- Stable,Bank Guarantee limit CRISIL A3,,,,,,,,,
Devendran Plastic Private Limited, Containers & Packaging Cash Credit Limit CRISIL B Stable,Proposed Long-Term Bank Facility CRISIL B Stable,Letter of Credit Limit CRISIL A4,,,,,,,,,,
Deventhira Spinners Private Limited, Textiles- Apparel & Luxury Goods Working Capital Demand Loan CRISIL BB- Stable,Cash Credit Limit CRISIL BB- Stable,Term Loan Facilities CRISIL BB- Stable,Letter of Credit Limit CRISIL A4+,,,,,,,,,
Devesh Foods and Agro Products Private Limited, Food Products Cash Credit Limit CRISIL BBB- Stable,Bank Guarantee limit CRISIL A3,Devgan Rice and General Mills Food Products Cash Credit Limit #,,,,,,,,,,
Devgan Solvex Private Limited, Food Products Term Loan Facilities #,Cash Credit Limit #,Proposed Long-Term Bank Facility #,Devhari Enterprise Distributors Proposed Long-Term Bank Facility CRISIL BB+ Stable,Devi Bottle Company Beverages Cash Credit Limit CRISIL B+ Stable,,,,,,,,
Devi Corporation Private Limited, Tobacco Cash Credit Limit CRISIL BB- Stable,Devi Dayal Hari Kishan Distributors Cash Credit Limit CRISIL BBB- Stable,Proposed Long-Term Bank Facility CRISIL BBB- Stable,Channel Financing (LT) CRISIL BBB- Stable,,,,,,,,,
Devi Enterprises Limited, Construction & Engineering Proposed Long-Term Bank Facility #,Cash Credit Limit #,Bank Guarantee limit #,,,,,,,,,,
Devi Fisheries Limited, Food Products Packing Credits #,Post Shipment Credit #,,,,,,,,,,,
Devi Iron and Power Private Limited, Metals & Mining Term Loan Facilities #,Cash Credit Limit #,Letter of Credit Limit #,,,,,,,,,,
Devi Ispat Limited, Distributors Cash Credit Limit #,Stand by Line of Credit #,Letter of Credit Limit #,,,,,,,,,,
Devi Polymers Private Limited, Chemicals Cash Credit Limit CRISIL BBB Stable,Proposed Long-Term Bank Facility CRISIL BBB Stable,,,,,,,,,,,
Devi Sea Foods Limited, Food Products Pre Shipment Credit CRISIL A2+,Post Shipment Credit CRISIL A2+,Standby Letter Of Credit CRISIL A2+,Proposed Short Term Bank Facility CRISIL A2+,Devi Shakuntala Thakral Charitable Foundation Diversified Consumer Services Over Draft #,Devices Distributors Distributors Cash Credit/ Overdraft facility CRISIL BB- Stable,,,,,,,
Devika Fibres Private Limited, Textiles- Apparel & Luxury Goods Term Loan Facilities CRISIL BBB- Stable,Cash Credit Limit CRISIL BBB- Stable,Bank Guarantee limit CRISIL A3,,,,,,,,,,
Deviprasad Constructions Private Limited, Construction & Engineering Cash Credit Limit CRISIL BB- Stable,Bank Guarantee limit CRISIL A4+,Devki Enterprise Real Estate Development Cash Credit Limit #,Devki Nandan J. Gupta Distributors Letter of Credit (LC) CRISIL BB+ Stable,,,,,,,,,
Devkinandan Paper Mills Private Limited, Containers & Packaging Cash Credit Limit CRISIL BB- Stable,Proposed Long-Term Bank Facility CRISIL BB- Stable,Term Loan Facilities CRISIL BB- Stable,Bank Guarantee limit CRISIL A4+,,,,,,,,,
Devkiran Paper Mills Private Limited, Paper & Forest Products Proposed Long-Term Bank Facility CRISIL B Stable,Term Loan Facilities CRISIL B Stable,Cash Credit Limit CRISIL B Stable,Working Capital Term Loan CRISIL B Stable,Bank Guarantee limit CRISIL A4,Letter of Credit Limit CRISIL A4,,,,,,,
Devnandan Infrastructure Private Limited, Real Estate Development Proposed Long-Term Bank Facility #,Term Loan Facilities #,Devraj Tropical Fruits Beverages Proposed Long-Term Bank Facility CRISIL BB+ Stable,Term Loan Facilities CRISIL BB+ Stable,Cash Credit Limit CRISIL BB+ Stable,Letter of Credit Limit CRISIL A4+,Bank Guarantee limit CRISIL A4+,Devsons Products Food Products Cash Credit Limit #,,,,,
Dewa Projects Private Limited, Real Estate Development Term Loan Facilities CRISIL D,Dewan Bahadur Dr. V. Verghese Hospital Trust Association Health Care Providers & Services Over Draft CRISIL BBB- Stable,Term Loan Facilities CRISIL BBB- Stable,Proposed Long-Term Bank Facility CRISIL BBB- Stable,,,,,,,,,
Dewan Fourwheels Private Limited, Specialty Retail Cash Credit Limit CRISIL BB- Stable,,,,,,,,,,,,
Dewan Housing Finance Corporation Limited, Housing Finance Company Short Term Debt CRISIL A1+,Structured Debt Obligation CRISIL AA(SO),Structured Debt Obligation CRISIL AAA(SO),Dewan India Household Durables Stand by Letter of Credit CRISIL BBB- Stable,Foreign Bill Purchase CRISIL BBB- Stable,Export Packing Credit CRISIL BBB- Stable,Dewan and Sons Household Durables Proposed Long-Term Bank Facility CRISIL BBB- Stable,Export Packing Credit CRISIL BBB- Stable,Foreign Bill Purchase CRISIL BBB- Stable,Letter of Credit Limit CRISIL A3,Bank Guarantee limit CRISIL A3,Standby Line Of Credit CRISIL A3,Foreign Bill Discounting CRISIL A3
Dewars Garage Limited, Specialty Retail Term Loan Facilities CRISIL B Stable,Cash Credit Limit CRISIL B Stable,Inventory Funding Facility CRISIL A4,Letter of Credit Limit CRISIL A4,,,,,,,,,
Dewas Metal Sections Limited, Auto Components Cash Credit Limit #,Term Loan Facilities #,Bank Guarantee limit #,Letter of Credit Limit #,,,,,,,,,
Dewas Soya Limited, Food Products Cash Credit Limit #,Bank Guarantee limit #,,,,,,,,,,,
Dexler Information Solutions Private Limited, Internet Software & Services Cash Credit Limit CRISIL BB+ Stable,Term Loan Facilities CRISIL BB+ Stable,,,,,,,,,,,
DeyS Medical Stores (Mfg) Limited, Pharmaceuticals Cash Credit Limit #,,,,,,,,,,,,
Deys Cold Storage Private Limited, Distributors Term Loan Facilities #,Cash Credit Limit #,Dhairya International Food Products Foreign Bill Discounting Limit CRISIL BB- Stable,Bank Guarantee limit CRISIL A4+,,,,,,,,,
Dhall Enterprises and Engineers Private Limited, Machinery Proposed Long-Term Bank Facility CRISIL B Stable,Cash Credit Limit CRISIL B Stable,Foreign Letter of Credit (LT) CRISIL B Stable,Bank Guarantee limit CRISIL A4,Inland/Import Letter of Credit CRISIL A4,Dhall Exports Machinery Export Packing Credit CRISIL B- Stable,Bank Guarantee limit CRISIL A4,Inland/Import Letter of Credit CRISIL A4,Dhana-Shree Developers Real Estate Development Long Term Bank Loan #,Dhanalaxmi Cotton Industries Textiles- Apparel & Luxury Goods Proposed Long-Term Bank Facility #,Long Term Bank Loan #,Cash Credit Limit #,
Dhanashree Electronics Limited, Trading Companies & Distributors Proposed Long-Term Bank Facility CRISIL B Stable,Cash Credit Limit CRISIL B Stable,Letter of Credit Limit CRISIL A4,,,,,,,,,,
Dhanda Breeding Farm Private Limited, Food Products Term Loan Facilities CRISIL B+ Stable,Cash Credit Limit CRISIL B+ Stable,,,,,,,,,,,
Dhandapani Cements Private Limited, Construction Materials Long Term Bank Loan #,Cash Credit Limit #,Dhanera Diamonds Textiles- Apparel & Luxury Goods Proposed Long-Term Bank Facility CRISIL BBB- Stable,Packing Credit CRISIL BBB- Stable,Post Shipment Credits CRISIL BBB- Stable,Export Packing Credit CRISIL BBB- Stable,,,,,,,
Dhanesh Impex Private Limited, Distributors Proposed Long-Term Bank Facility #,Packing Credits #,Dhaneswar Rath Institute of Engineering and Management Studies Diversified Consumer Services Term Loan Facilities CRISIL BBB- Stable,,,,,,,,,,
Dhanlaxmi Board and Papers Private Limited, Paper & Forest Products Proposed Long-Term Bank Facility CRISIL B Stable,Long Term Bank Loan CRISIL B Stable,Cash Credit Limit CRISIL B Stable,Dhanlaxmi Cotex Engineering & Capital Goods Cash Term Loan CRISIL D,Cash Credit Limit CRISIL D,,,,,,,,
Dhanlaxmi Infrastructure Private Limited, Real Estate Development Lease Rental Discounting Loan CRISIL A- Stable,,,,,,,,,,,,
Dhanlaxmi Iron Industries Private Limited, Metals & Mining Cash Credit Limit CRISIL BBB- Negative,Bank Guarantee limit CRISIL A3,Letter of Credit Limit CRISIL A3,,,,,,,,,,
Dhanlaxmi Solvex Private Limited, Food Products Cash Credit Limit #,Letter of Credit Limit #,Bank Guarantee limit #,,,,,,,,,,
Dhanlaxmi TMT Bars Private Limited, Metals & Mining Cash Credit Limit CRISIL D,Bank Guarantee limit CRISIL D,Dhanraj Cotton Industries Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL BB- Stable,Term Loan Facilities CRISIL BB- Stable,Dhanraj Cotton Industries - Mehsana Textiles- Apparel & Luxury Goods Term Loan Facilities CRISIL B Stable,Cash Credit Limit CRISIL B Stable,,,,,,,
Dhanshree Seeds Private Limited, Food Products Term Loan Facilities CRISIL D,Cash Credit Limit CRISIL D,,,,,,,,,,,
Dhansri Complex Private Limited, Paper & Forest Products Term Loan Facilities CRISIL B+ Stable,Cash Credit Limit CRISIL B+ Stable,,,,,,,,,,,
Dhanturi Group Of Hotels Private Limited, Hotels Restaurants & Leisure Proposed Long-Term Bank Facility CRISIL BB Stable,Long Term Bank Loan CRISIL BB Stable,,,,,,,,,,,
Dhanvantari Milk Products Private Limited, Food Products Cash Credit Limit CRISIL BBB- Stable,Dhanvir Food Products Food Products Term Loan Facilities #,Proposed Long-Term Bank Facility #,Cash Credit Limit #,,,,,,,,,
Dhanya Steel Industries Private Limited, Metals & Mining Cash Credit Limit CRISIL BB- Stable,,,,,,,,,,,,
Dhar Coal Products Private Limited, Distributors Cash Credit Limit CRISIL BB Stable,Letter of Credit Limit CRISIL A4+,Dhar Construction Company Construction & Engineering Proposed Long-Term Bank Facility #,Cash Credit Limit #,Bank Guarantee limit #,,,,,,,,
Dhara Petrochemicals Private Limited, Distributors Cash Credit Limit CRISIL B Stable,Letter of Credit Limit CRISIL A4,Dharam Paul Rice Mills Food Products Cash Credit Limit CRISIL B+ Stable,Rupee Term Loans CRISIL B+ Stable,Dharamchand Paraschand Exports Textiles- Apparel & Luxury Goods Post Shipment Credit #,,,,,,,,
Dharampal Pipe and Tubes Private Limited, Distributors Cash Credit Limit CRISIL B Stable,,,,,,,,,,,,
Dharampal Premchand Limited, Tobacco Proposed Long-Term Bank Facility #,Cash Credit Limit #,Rupee Term Loans #,Bank Guarantee limit #,Letter of Credit Limit #,,,,,,,,
Dharamraj Contracts India Private Limited, Construction & Engineering Cash Credit Limit CRISIL BB- Stable,Bank Guarantee limit CRISIL A4+,,,,,,,,,,,
Dharani Hi-Tech Projects Private Limited, Construction & Engineering Over Draft CRISIL C,Bank Guarantee limit CRISIL A4,,,,,,,,,,,
Dharani Textiles Private Limited, Textiles- Apparel & Luxury Goods Funded Interest Term Loan CRISIL D,Cash Credit Limit CRISIL D,Working Capital Term Loan CRISIL D,Term Loan Facilities CRISIL D,Bank Guarantee limit CRISIL D,Letter of Credit Limit CRISIL D,Dhareshwar Cottex Textiles- Apparel & Luxury Goods Term Loan Facilities #,Proposed Long-Term Bank Facility #,Cash Credit Limit #,,,,
Dharia Switchgear and Controls Private Limited, Electrical Equipment Cash Credit Limit CRISIL BB- Stable,Bank Guarantee limit CRISIL A4+,,,,,,,,,,,
Dhariwal Industries Limited, Tobacco Term Loan Facilities CRISIL BB Stable,,,,,,,,,,,,
Dhariya Construction Private Limited, Construction & Engineering Cash Credit Limit CRISIL B- Stable,Working Capital Term Loan CRISIL B- Stable,,,,,,,,,,,
Dhariya Infrastructure Development Private Limited, Specialty Retail Proposed Long-Term Bank Facility #,Cash Credit Limit #,Bank Guarantee limit #,,,,,,,,,,
Dharmadev Infrastructure Limited, Real Estate Development Working Capital Demand Loan #,Dharmana Motors Specialty Retail Cash Credit Limit CRISIL B Stable,,,,,,,,,,,
Dharmarathina Textile Private Limited, Textiles- Apparel & Luxury Goods Cash Credit Limit #,Term Loan Facilities #,Proposed Long-Term Bank Facility #,,,,,,,,,,
Dharmindra Constructions Private Limited, Household Durables Term Loan Facilities #,Proposed Long-Term Bank Facility #,Cash Credit Limit #,,,,,,,,,,
Dharmraj Aluminium Industries Private Limited, Metals & Mining Cash Credit Limit CRISIL BB- Stable,,,,,,,,,,,,
Dharti Cotspin Private Limited, Textiles- Apparel & Luxury Goods Proposed Long-Term Bank Facility CRISIL B+ Stable,Term Loan Facilities CRISIL B+ Stable,Cash Credit Limit CRISIL B+ Stable,Dharti Cotton Industries Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL B+ Stable,Dharti Enterprise Textiles- Apparel & Luxury Goods Term Loan Facilities #,Proposed Long-Term Bank Facility #,Cash Credit Limit #,,,,,,
Dharti Industries Private Limited, Metals & Mining Proposed Long-Term Bank Facility CRISIL BB+ Stable,Export Packing Credit CRISIL BB+ Stable,Inland/Import Letter of Credit CRISIL A4+,,,,,,,,,,
Dhaulagiree Polyolefins Private Limited, Containers & Packaging Term Loan Facilities CRISIL B+ Stable,Cash Credit Limit CRISIL B+ Stable,Proposed Long-Term Bank Facility CRISIL B+ Stable,Letter of Credit Limit CRISIL A4,Dhaval Agri Exports Food Products Term Loan Facilities CRISIL BB Stable,Cash Credit Limit CRISIL BB Stable,Proposed Long-Term Bank Facility CRISIL BB Stable,Foreign Documentary Bills Purchase CRISIL A4+,Packing Credits CRISIL A4+,,,,
Dhawan Box Sheet Containers Private Limited, Containers & Packaging Term Loan Facilities #,Cash Credit Limit #,Bill Discounting Facility #,Dheepti Spices Food Products Foreign Letter of Credit (LT) CRISIL B Stable,Cash Credit Limit CRISIL B Stable,Proposed Long-Term Bank Facility CRISIL B Stable,,,,,,,
Dhenu Hydro Private Limited, Construction & Engineering Cash Credit Limit CRISIL D,Working Capital Term Loan CRISIL D,Proposed Bank Guarantee CRISIL D,Bank Guarantee limit CRISIL D,,,,,,,,,
Dhiman Iron and Steel Industries Private Limited, Metals & Mining Proposed Long-Term Bank Facility CRISIL BB Stable,Cash Credit Limit CRISIL BB Stable,Letter of Credit Limit CRISIL A4+,,,,,,,,,,
Dhingra Jardine Infrastructure Private Limited, Real Estate Development Working Capital Demand Loan #,,,,,,,,,,,,
Dhir Global Industria Private Limited, Textiles- Apparel & Luxury Goods Proposed Long-Term Bank Facility CRISIL D,Foreign Bill Purchase CRISIL D,Cash Credit Limit CRISIL D,Long Term Bank Loan CRISIL D,Letter of Credit Limit CRISIL D,Packing Credits CRISIL D,,,,,,,
Dhivakar Spinning Mills Private Limited, Textiles- Apparel & Luxury Goods Cash Credit Limit #,Term Loan Facilities #,Dhiwisha Realty Real Estate Development Proposed Long-Term Bank Facility CRISIL B Stable,,,,,,,,,,
Dholadhar Developers Private Limited, Real Estate Development Term Loan Facilities CRISIL C,Proposed Long-Term Bank Facility CRISIL C,,,,,,,,,,,
Dhoot Compack Limited, Containers & Packaging Cash Credit Limit CRISIL BBB Stable,Term Loan Facilities CRISIL BBB Stable,Letter of Credit Limit CRISIL A3+,Bank Guarantee limit CRISIL A3+,,,,,,,,,
Dhoot Developers Private Limited, Construction & Engineering Bank Guarantee limit CRISIL A4+,Proposed Short Term Bank Facility CRISIL A4+,,,,,,,,,,,
Dhoot Infrastructure Projects Limited, Construction & Engineering Proposed Long-Term Bank Facility CRISIL BB+ Stable,Inland/Foreign Bank Guarantee CRISIL A4+,Bank Guarantee limit CRISIL A4+,,,,,,,,,,
Dhruba Kumar Builders Private Limited, Construction & Engineering Cash Credit Limit CRISIL B+ Stable,Bank Guarantee limit CRISIL A4,,,,,,,,,,,
Dhruv Consultancy Services Private Limited, IT Services Cash Credit Limit CRISIL BB Stable,Proposed Cash Credit Limit CRISIL BB Stable,Bank Guarantee limit CRISIL A4+,,,,,,,,,,
Dhruv Cotton Processing Private Limited, Textiles- Apparel & Luxury Goods Proposed Long-Term Bank Facility CRISIL BB+ Stable,Cash Credit Limit CRISIL BB+ Stable,Term Loan Facilities CRISIL BB+ Stable,Bank Guarantee limit CRISIL A4+,Dhruv Cottons Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL B- Stable,Proposed Cash Credit Limit CRISIL B- Stable,Long Term Bank Loan CRISIL B- Stable,,,,,,
Dhruv Epc Solutions Private Limited, Machinery Cash Credit Limit CRISIL B- Stable,Term Loan Facilities CRISIL B- Stable,Letter of Credit Limit CRISIL A4,Bank Guarantee limit CRISIL A4,,,,,,,,,
Dhruv Globals Limited, Textiles- Apparel & Luxury Goods Proposed Long-Term Bank Facility CRISIL BB Stable,Term Loan Facilities CRISIL BB Stable,Export Packing Credit CRISIL BB Stable,Foreign Exchange Forwards CRISIL A4+,Letter of Credit Limit CRISIL A4+,Bank Guarantee limit CRISIL A4+,,,,,,,
Dhruv Industries Limited, Electrical Equipment Letter of Credit (LC) #,Proposed Long-Term Bank Facility #,Cash Credit Limit #,Rupee Term Loans #,Bank Guarantee limit #,Letter of Credit Limit #,Packing Credits #,,,,,,
Dhwani Polyprints Private Limited, Containers & Packaging Over Draft #,Cash Credit Limit #,Rupee Term Loans #,Proposed Long-Term Bank Facility #,Bank Guarantee limit #,Letter of Credit Limit #,,,,,,,
Dia Man Exports Private Limited, Engineering & Capital Goods Gold-On-Loan CRISIL A- Stable,Standby Line Of Credit CRISIL A2+,Diaexports Corporation Textiles- Apparel & Luxury Goods Proposed Short Term Bank Facility CRISIL A4+,Post Shipment Credit CRISIL A4+,,,,,,,,,
Diagems Exports Private Limited, Textiles- Apparel & Luxury Goods Packing Credits #,Bill Purchase-Discounting Facility #,,,,,,,,,,,
Diageo India Private Limited, Beverages Proposed Long-Term Bank Facility CRISIL AA- Stable,Cash Credit Limit CRISIL AA- Stable,,,,,,,,,,,
Diam Star Jewellery India Private Limited, Textiles- Apparel & Luxury Goods Letter of Credit and Bank Guarantees CRISIL BBB Positive,Proposed Long-Term Bank Facility CRISIL BBB Positive,Post Shipment Credits CRISIL BBB Positive,Export Packing Credit CRISIL BBB Positive,Letter of Credit and Bank Guarantee CRISIL A3+,,,,,,,,
Diamant Infrastructure Limited, Construction & Engineering Cash Credit Limit CRISIL C,Proposed Long-Term Bank Facility CRISIL C,Bank Guarantee limit CRISIL A4,,,,,,,,,,
Diamines and Chemicals Limited, Chemicals Cash Credit Limit CRISIL BB- Stable,Corporate Loan CRISIL BB- Stable,Term Loan Facilities CRISIL BB- Stable,Proposed Long-Term Bank Facility CRISIL BB- Stable,Bank Guarantee limit CRISIL A4+,Letter of Credit Limit CRISIL A4+,,,,,,,
Diamond Beverages Private Limited, Beverages Term Loan Facilities #,Cash Credit Limit #,Bank Guarantee limit #,,,,,,,,,,
Diamond Engineering (Chennai) Private Limited, Machinery Cash Credit Limit CRISIL D,Working Capital Term Loan CRISIL D,Term Loan Facilities CRISIL D,Funded Interest Term Loan CRISIL D,Long Term Bank Loan CRISIL D,Letter of Credit and Bank Guarantee CRISIL D,Diamond Food Products Food Products Proposed Long-Term Bank Facility #,Cash Credit Limit #,Long Term Bank Loan #,,,,
Diamond Footcare Udyog Private Limited, Textiles- Apparel & Luxury Goods Cash Credit Limit #,Term Loan Facilities #,Bank Guarantee limit #,Letter of Credit Limit #,,,,,,,,,
Diamond India Limited, Textiles- Apparel & Luxury Goods Cash Credit Limit #,Diamond Industries Marine Letter of Credit Limit CRISIL A4,Capex Letter of Credit CRISIL A4,,,,,,,,,,
Diamond Infra Constructions Private Limited, Construction & Engineering Cash Credit Limit CRISIL B+ Stable,Proposed Working Capital Facility CRISIL B+ Stable,Bank Guarantee limit CRISIL A4,,,,,,,,,,
Diamond Power Infrastructure Limited, Electronic Equipment Instruments & Components Cash Credit Limit #,Bank Guarantee limit #,Letter of Credit Limit #,,,,,,,,,,
Diamond Products Limited, Textiles- Apparel & Luxury Goods Term Loan Facilities #,Cash Credit Limit #,Proposed Long-Term Bank Facility #,Letter of Credit Limit #,Bank Guarantee limit #,,,,,,,,
